id,date,sales,Old_Price_Revenue
1,7/7/2022,48,98352
1,7/9/2022,60,122940
1,7/16/2022,68,139332
1,7/17/2022,169,346281
1,7/19/2022,27,55323
1,7/21/2022,93,190557
1,7/23/2022,8,16392
1,7/24/2022,114,233586
1,7/28/2022,17,34833
1,7/31/2022,20,40980
1,8/4/2022,90,184410
1,8/6/2022,43,88107
1,8/7/2022,47,96303
1,8/11/2022,119,243831
1,8/14/2022,55,112695
1,8/17/2022,20,40980
1,8/18/2022,48,98352
1,8/21/2022,69,141381
1,8/22/2022,51,104499
1,8/23/2022,95,194655
1,8/25/2022,56,114744
1,8/27/2022,80,163920
1,8/28/2022,78,159822
1,8/31/2022,127,260223
1,9/1/2022,81,165969
1,9/4/2022,71,145479
1,9/5/2022,41,84009
1,9/6/2022,93,190557
1,9/7/2022,89,182361
1,9/8/2022,52,106548
1,9/10/2022,23,47127
1,9/14/2022,70,143430
1,9/15/2022,85,174165
1,9/16/2022,20,40980
1,9/21/2022,50,102450
1,9/23/2022,180,368820
1,9/24/2022,165,338085
1,10/2/2022,13,26637
1,10/3/2022,162,331938
1,10/4/2022,70,143430
1,10/5/2022,71,145479
1,10/8/2022,2,4098
1,10/11/2022,82,168018
1,10/14/2022,142,290958
1,10/15/2022,84,172116
1,10/17/2022,124,254076
1,10/18/2022,27,55323
1,10/23/2022,21,43029
1,10/28/2022,70,143430
1,10/29/2022,36,73764
1,10/31/2022,92,188508
1,11/3/2022,74,151626
1,11/5/2022,6,12294
1,11/14/2022,49,100401
1,11/16/2022,124,254076
1,11/19/2022,56,114744
1,11/21/2022,108,221292
1,11/22/2022,112,229488
1,11/24/2022,40,81960
1,11/25/2022,72,147528
1,11/26/2022,80,163920
1,11/28/2022,78,159822
1,12/3/2022,88,180312
1,12/4/2022,148,303252
1,12/5/2022,36,73764
1,12/7/2022,150,307350
1,12/14/2022,90,184410
1,12/16/2022,55,112695
1,12/19/2022,19,38931
1,12/26/2022,93,190557
1,12/29/2022,88,180312
1,1/1/2023,41,84009
1,1/2/2023,7,14343
1,1/3/2023,15,30735
1,1/4/2023,61,124989
1,1/5/2023,127,260223
1,1/7/2023,86,176214
1,1/8/2023,109,223341
1,1/9/2023,6,12294
1,1/10/2023,87,178263
1,1/11/2023,45,92205
1,1/17/2023,157,321693
1,1/19/2023,60,122940
1,1/20/2023,140,286860
1,1/23/2023,81,165969
1,1/24/2023,168,344232
1,1/27/2023,61,124989
1,1/30/2023,106,217194
1,2/1/2023,76,155724
1,2/8/2023,93,190557
1,2/12/2023,22,45078
1,2/14/2023,71,145479
1,2/16/2023,90,184410
1,2/17/2023,44,90156
2,2/19/2022,21,48300
2,2/21/2022,154,354200
2,2/26/2022,76,174800
2,2/27/2022,25,57500
2,3/3/2022,122,280600
2,3/6/2022,13,29900
2,3/10/2022,140,322000
2,3/12/2022,103,236900
2,3/16/2022,6,13800
2,3/17/2022,72,165600
2,3/19/2022,73,167900
2,3/20/2022,88,202400
2,3/21/2022,70,161000
2,3/24/2022,11,25300
2,3/25/2022,39,89700
2,3/26/2022,20,46000
2,3/27/2022,11,25300
2,3/29/2022,91,209300
2,3/31/2022,87,200100
2,4/4/2022,127,292100
2,4/5/2022,93,213900
2,4/9/2022,119,273700
2,4/11/2022,13,29900
2,4/12/2022,39,89700
2,4/13/2022,70,161000
2,4/15/2022,61,140300
2,4/16/2022,43,98900
2,4/19/2022,137,315100
2,4/21/2022,48,110400
2,4/28/2022,108,248400
2,4/29/2022,79,181700
2,4/30/2022,47,108100
2,5/1/2022,36,82800
2,5/5/2022,63,144900
2,5/6/2022,32,73600
2,5/10/2022,66,151800
2,5/14/2022,56,128800
2,5/16/2022,29,66700
2,5/17/2022,56,128800
2,5/18/2022,76,174800
2,5/19/2022,15,34500
2,5/21/2022,34,78200
2,5/22/2022,59,135700
2,5/23/2022,94,216200
2,5/25/2022,86,197800
2,5/26/2022,32,73600
2,5/28/2022,47,108100
2,5/31/2022,14,32200
2,6/2/2022,48,110400
2,6/4/2022,77,177100
2,6/5/2022,44,101200
2,6/6/2022,34,78200
2,6/9/2022,22,50600
2,6/10/2022,176,404800
2,6/12/2022,53,121900
2,6/14/2022,207,476100
2,6/16/2022,64,147200
2,6/17/2022,21,48300
2,6/20/2022,61,140300
2,6/24/2022,65,149500
2,6/27/2022,59,135700
2,6/29/2022,37,85100
2,6/30/2022,163,374900
2,7/3/2022,34,78200
2,7/4/2022,12,27600
2,7/11/2022,30,69000
2,7/13/2022,61,140300
2,7/18/2022,6,13800
2,7/24/2022,97,223100
2,7/25/2022,3,6900
2,7/27/2022,49,112700
2,7/29/2022,42,96600
2,8/8/2022,106,243800
2,8/10/2022,77,177100
2,8/12/2022,54,124200
2,8/13/2022,94,216200
2,8/16/2022,32,73600
2,8/20/2022,38,87400
2,8/26/2022,14,32200
2,8/29/2022,15,34500
2,8/30/2022,35,80500
2,8/31/2022,94,216200
2,9/1/2022,35,80500
2,9/3/2022,71,163300
2,9/4/2022,72,165600
2,9/6/2022,158,363400
2,9/10/2022,93,213900
2,9/11/2022,22,50600
2,9/15/2022,40,92000
2,9/19/2022,13,29900
2,9/20/2022,36,82800
2,9/21/2022,40,92000
2,9/22/2022,143,328900
2,9/23/2022,61,140300
2,9/24/2022,97,223100
2,9/25/2022,46,105800
2,9/26/2022,71,163300
2,9/29/2022,85,195500
2,10/12/2022,86,197800
2,10/14/2022,20,46000
2,10/15/2022,53,121900
2,10/17/2022,28,64400
2,10/18/2022,20,46000
2,10/21/2022,10,23000
2,10/27/2022,29,66700
2,10/30/2022,18,41400
2,11/2/2022,28,64400
2,11/11/2022,22,50600
2,11/15/2022,39,89700
2,11/25/2022,75,172500
2,11/27/2022,75,172500
2,11/30/2022,51,117300
2,12/3/2022,37,85100
2,12/7/2022,21,48300
2,12/19/2022,34,78200
2,12/22/2022,71,163300
2,12/23/2022,28,64400
2,12/24/2022,68,156400
2,12/26/2022,66,151800
2,12/27/2022,26,59800
2,12/28/2022,115,264500
2,12/31/2022,31,71300
2,1/1/2023,100,230000
2,1/8/2023,12,27600
2,1/10/2023,121,278300
2,1/12/2023,124,285200
2,1/13/2023,81,186300
2,1/15/2023,114,262200
2,1/17/2023,92,211600
2,1/18/2023,37,85100
2,1/27/2023,64,147200
2,1/28/2023,94,216200
2,1/31/2023,80,184000
2,2/3/2023,19,43700
2,2/5/2023,90,207000
2,2/7/2023,13,29900
3,2/22/2022,84,188916
3,2/23/2022,18,40482
3,2/24/2022,32,71968
3,2/27/2022,67,150683
3,2/28/2022,163,366587
3,3/3/2022,146,328354
3,3/5/2022,68,152932
3,3/6/2022,45,101205
3,3/8/2022,26,58474
3,3/11/2022,109,245141
3,3/12/2022,56,125944
3,3/13/2022,112,251888
3,3/14/2022,163,366587
3,3/15/2022,86,193414
3,3/17/2022,71,159679
3,3/18/2022,71,159679
3,3/19/2022,96,215904
3,3/21/2022,60,134940
3,3/23/2022,7,15743
3,3/27/2022,61,137189
3,3/28/2022,62,139438
3,3/29/2022,90,202410
3,3/31/2022,51,114699
3,4/3/2022,56,125944
3,4/5/2022,10,22490
3,4/6/2022,1,2249
3,4/7/2022,86,193414
3,4/9/2022,3,6747
3,4/11/2022,55,123695
3,4/14/2022,62,139438
3,4/15/2022,77,173173
3,4/16/2022,87,195663
3,4/18/2022,9,20241
3,4/21/2022,1,2249
3,4/23/2022,92,206908
3,4/25/2022,174,391326
3,4/26/2022,80,179920
3,4/27/2022,4,8996
3,4/28/2022,52,116948
3,4/29/2022,66,148434
3,5/1/2022,31,69719
3,5/4/2022,16,35984
3,5/6/2022,96,215904
3,5/9/2022,73,164177
3,5/10/2022,94,211406
3,5/13/2022,60,134940
3,5/20/2022,75,168675
3,5/23/2022,93,209157
3,5/24/2022,74,166426
3,5/27/2022,33,74217
3,5/28/2022,30,67470
3,5/29/2022,102,229398
3,5/30/2022,72,161928
3,6/1/2022,49,110201
3,6/4/2022,26,58474
3,6/11/2022,72,161928
3,6/16/2022,14,31486
3,6/17/2022,69,155181
3,6/24/2022,69,155181
3,6/28/2022,147,330603
3,6/29/2022,98,220402
3,7/1/2022,9,20241
3,7/2/2022,71,159679
3,7/4/2022,37,83213
3,7/8/2022,35,78715
3,7/15/2022,1,2249
3,7/16/2022,132,296868
3,7/17/2022,3,6747
3,7/18/2022,100,224900
3,7/19/2022,82,184418
3,7/21/2022,81,182169
3,7/23/2022,47,105703
3,7/24/2022,28,62972
3,7/26/2022,76,170924
3,7/27/2022,55,123695
3,8/3/2022,92,206908
3,8/4/2022,3,6747
3,8/5/2022,91,204659
3,8/7/2022,105,236145
3,8/8/2022,89,200161
3,8/11/2022,53,119197
3,8/12/2022,113,254137
3,8/13/2022,72,161928
3,8/15/2022,28,62972
3,8/17/2022,106,238394
3,8/21/2022,150,337350
3,8/22/2022,89,200161
3,8/31/2022,70,157430
3,9/3/2022,90,202410
3,9/5/2022,8,17992
3,9/6/2022,19,42731
3,9/7/2022,60,134940
3,9/10/2022,14,31486
3,9/11/2022,127,285623
3,9/14/2022,78,175422
3,9/16/2022,20,44980
3,9/19/2022,70,157430
3,9/21/2022,7,15743
3,9/24/2022,98,220402
3,9/28/2022,129,290121
3,10/4/2022,20,44980
3,10/5/2022,5,11245
3,10/7/2022,31,69719
3,10/8/2022,40,89960
3,10/15/2022,86,193414
3,10/17/2022,57,128193
3,10/20/2022,54,121446
3,10/28/2022,21,47229
3,10/31/2022,29,65221
3,11/1/2022,78,175422
3,11/2/2022,113,254137
3,11/4/2022,109,245141
3,11/5/2022,100,224900
3,11/12/2022,121,272129
3,11/13/2022,37,83213
3,11/15/2022,91,204659
3,11/16/2022,35,78715
3,11/22/2022,103,231647
3,11/24/2022,147,330603
3,11/25/2022,10,22490
3,11/26/2022,26,58474
3,11/28/2022,68,152932
3,11/29/2022,94,211406
3,12/1/2022,89,200161
3,12/3/2022,140,314860
3,12/5/2022,18,40482
3,12/7/2022,45,101205
3,12/8/2022,67,150683
3,12/10/2022,46,103454
3,12/12/2022,95,213655
3,12/14/2022,95,213655
3,12/17/2022,20,44980
3,12/18/2022,70,157430
3,12/19/2022,22,49478
3,12/21/2022,88,197912
3,12/26/2022,49,110201
3,12/28/2022,126,283374
3,12/31/2022,134,301366
3,1/3/2023,28,62972
3,1/4/2023,35,78715
3,1/5/2023,7,15743
3,1/9/2023,45,101205
3,1/12/2023,6,13494
3,1/13/2023,31,69719
3,1/14/2023,2,4498
3,1/15/2023,3,6747
3,1/18/2023,79,177671
3,1/19/2023,60,134940
3,1/20/2023,68,152932
3,1/26/2023,1,2249
3,1/27/2023,35,78715
3,2/1/2023,89,200161
3,2/2/2023,169,380081
3,2/4/2023,83,186667
3,2/6/2023,24,53976
3,2/8/2023,137,308113
3,2/9/2023,144,323856
3,2/11/2023,27,60723
3,2/12/2023,62,139438
3,2/14/2023,76,170924
3,2/18/2023,94,211406
4,2/18/2022,47,277300
4,2/22/2022,15,88500
4,2/24/2022,94,554600
4,2/25/2022,30,177000
4,3/3/2022,26,153400
4,3/4/2022,91,536900
4,3/5/2022,90,531000
4,3/7/2022,117,690300
4,3/8/2022,134,790600
4,3/10/2022,57,336300
4,3/11/2022,108,637200
4,3/14/2022,76,448400
4,3/16/2022,62,365800
4,3/22/2022,76,448400
4,3/23/2022,138,814200
4,3/27/2022,17,100300
4,3/28/2022,59,348100
4,4/1/2022,90,531000
4,4/3/2022,22,129800
4,4/14/2022,105,619500
4,4/15/2022,3,17700
4,4/16/2022,109,643100
4,4/18/2022,43,253700
4,4/19/2022,98,578200
4,4/20/2022,76,448400
4,4/21/2022,98,578200
4,4/22/2022,89,525100
4,4/23/2022,90,531000
4,4/24/2022,105,619500
4,4/25/2022,1,5900
4,4/26/2022,9,53100
4,4/27/2022,42,247800
4,4/29/2022,85,501500
4,4/30/2022,28,165200
4,5/6/2022,92,542800
4,5/9/2022,86,507400
4,5/10/2022,55,324500
4,5/11/2022,7,41300
4,5/12/2022,119,702100
4,5/14/2022,99,584100
4,5/16/2022,92,542800
4,5/19/2022,159,938100
4,5/22/2022,35,206500
4,5/25/2022,16,94400
4,5/28/2022,78,460200
4,5/29/2022,80,472000
4,5/30/2022,14,82600
4,6/1/2022,168,991200
4,6/2/2022,114,672600
4,6/6/2022,47,277300
4,6/7/2022,92,542800
4,6/10/2022,6,35400
4,6/11/2022,20,118000
4,6/12/2022,80,472000
4,6/15/2022,34,200600
4,6/17/2022,38,224200
4,6/18/2022,100,590000
4,6/20/2022,54,318600
4,6/21/2022,50,295000
4,6/25/2022,77,454300
4,6/30/2022,31,182900
4,7/4/2022,22,129800
4,7/7/2022,42,247800
4,7/9/2022,83,489700
4,7/10/2022,84,495600
4,7/11/2022,80,472000
4,7/14/2022,4,23600
4,7/19/2022,50,295000
4,7/21/2022,71,418900
4,7/24/2022,49,289100
4,7/27/2022,4,23600
4,7/29/2022,61,359900
4,8/4/2022,87,513300
4,8/5/2022,34,200600
4,8/7/2022,282,1663800
4,8/11/2022,37,218300
4,8/12/2022,21,123900
4,8/14/2022,67,395300
4,8/16/2022,138,814200
4,8/17/2022,5,29500
4,8/18/2022,42,247800
4,8/19/2022,82,483800
4,8/21/2022,73,430700
4,8/23/2022,68,401200
4,8/26/2022,31,182900
4,8/29/2022,146,861400
4,9/2/2022,35,206500
4,9/3/2022,88,519200
4,9/4/2022,50,295000
4,9/10/2022,141,831900
4,9/15/2022,31,182900
4,9/16/2022,21,123900
4,9/17/2022,116,684400
4,9/21/2022,136,802400
4,9/22/2022,46,271400
4,9/27/2022,53,312700
4,9/28/2022,15,88500
4,9/29/2022,30,177000
4,10/1/2022,5,29500
4,10/2/2022,133,784700
4,10/5/2022,78,460200
4,10/6/2022,72,424800
4,10/7/2022,42,247800
4,10/8/2022,125,737500
4,10/10/2022,73,430700
4,10/13/2022,120,708000
4,10/16/2022,84,495600
4,10/19/2022,41,241900
4,10/20/2022,86,507400
4,10/21/2022,154,908600
4,10/24/2022,140,826000
4,10/25/2022,41,241900
4,10/26/2022,9,53100
4,11/1/2022,33,194700
4,11/9/2022,80,472000
4,11/10/2022,20,118000
4,11/11/2022,73,430700
4,11/12/2022,77,454300
4,11/16/2022,80,472000
4,11/17/2022,13,76700
4,11/19/2022,122,719800
4,11/20/2022,56,330400
4,11/21/2022,29,171100
4,11/22/2022,47,277300
4,11/25/2022,77,454300
4,11/26/2022,3,17700
4,11/28/2022,64,377600
4,12/1/2022,33,194700
4,12/2/2022,98,578200
4,12/3/2022,107,631300
4,12/10/2022,143,843700
4,12/11/2022,73,430700
4,12/15/2022,73,430700
4,12/17/2022,122,719800
4,12/20/2022,63,371700
4,12/26/2022,69,407100
4,12/27/2022,119,702100
4,12/30/2022,44,259600
4,1/2/2023,37,218300
4,1/3/2023,91,536900
4,1/4/2023,4,23600
4,1/5/2023,34,200600
4,1/7/2023,13,76700
4,1/14/2023,53,312700
4,1/16/2023,4,23600
4,1/17/2023,68,401200
4,1/20/2023,45,265500
4,1/22/2023,71,418900
4,1/23/2023,6,35400
4,1/24/2023,78,460200
4,1/25/2023,8,47200
4,1/27/2023,90,531000
4,1/31/2023,38,224200
4,2/2/2023,284,1675600
4,2/3/2023,5,29500
4,2/5/2023,60,354000
4,2/6/2023,165,973500
4,2/9/2023,66,389400
4,2/10/2023,65,383500
4,2/13/2023,28,165200
4,2/16/2023,49,289100
5,2/21/2022,92,257600
5,2/22/2022,44,123200
5,2/25/2022,53,148400
5,3/1/2022,83,232400
5,3/2/2022,93,260400
5,3/3/2022,94,263200
5,3/5/2022,129,361200
5,3/7/2022,55,154000
5,3/10/2022,14,39200
5,3/11/2022,142,397600
5,3/14/2022,33,92400
5,3/15/2022,143,400400
5,3/16/2022,53,148400
5,3/20/2022,77,215600
5,3/23/2022,30,84000
5,3/27/2022,75,210000
5,3/28/2022,53,148400
5,3/29/2022,30,84000
5,3/31/2022,94,263200
5,4/2/2022,4,11200
5,4/6/2022,54,151200
5,4/7/2022,42,117600
5,4/8/2022,15,42000
5,4/9/2022,51,142800
5,4/11/2022,38,106400
5,4/12/2022,71,198800
5,4/15/2022,86,240800
5,4/16/2022,12,33600
5,4/17/2022,52,145600
5,4/20/2022,34,95200
5,4/21/2022,47,131600
5,4/22/2022,45,126000
5,4/23/2022,1,2800
5,4/24/2022,123,344400
5,4/25/2022,6,16800
5,4/26/2022,21,58800
5,4/28/2022,58,162400
5,4/29/2022,35,98000
5,4/30/2022,165,462000
5,5/2/2022,70,196000
5,5/4/2022,263,736400
5,5/6/2022,97,271600
5,5/7/2022,31,86800
5,5/10/2022,137,383600
5,5/17/2022,40,112000
5,5/18/2022,2,5600
5,5/21/2022,80,224000
5,5/25/2022,88,246400
5,5/26/2022,65,182000
5,5/27/2022,41,114800
5,5/28/2022,48,134400
5,6/1/2022,34,95200
5,6/2/2022,57,159600
5,6/6/2022,29,81200
5,6/8/2022,57,159600
5,6/11/2022,78,218400
5,6/13/2022,131,366800
5,6/16/2022,63,176400
5,6/17/2022,95,266000
5,6/20/2022,29,81200
5,6/22/2022,78,218400
5,6/25/2022,70,196000
5,6/26/2022,96,268800
5,6/27/2022,97,271600
5,6/28/2022,41,114800
5,7/2/2022,115,322000
5,7/9/2022,77,215600
5,7/12/2022,23,64400
5,7/14/2022,14,39200
5,7/15/2022,29,81200
5,7/16/2022,19,53200
5,7/17/2022,134,375200
5,7/18/2022,100,280000
5,7/20/2022,47,131600
5,7/21/2022,37,103600
5,7/23/2022,133,372400
5,7/24/2022,70,196000
5,7/28/2022,89,249200
5,7/30/2022,140,392000
5,7/31/2022,80,224000
5,8/1/2022,39,109200
5,8/2/2022,81,226800
5,8/5/2022,94,263200
5,8/7/2022,40,112000
5,8/8/2022,26,72800
5,8/10/2022,74,207200
5,8/11/2022,100,280000
5,8/12/2022,11,30800
5,8/14/2022,75,210000
5,8/15/2022,90,252000
5,8/17/2022,179,501200
5,8/18/2022,104,291200
5,8/19/2022,10,28000
5,8/21/2022,14,39200
5,8/22/2022,92,257600
5,8/23/2022,30,84000
5,8/28/2022,162,453600
5,8/30/2022,98,274400
5,8/31/2022,62,173600
5,9/1/2022,56,156800
5,9/5/2022,52,145600
5,9/8/2022,69,193200
5,9/9/2022,32,89600
5,9/10/2022,51,142800
5,9/14/2022,73,204400
5,9/17/2022,101,282800
5,9/18/2022,56,156800
5,9/19/2022,36,100800
5,9/23/2022,16,44800
5,9/28/2022,125,350000
5,10/1/2022,58,162400
5,10/2/2022,88,246400
5,10/4/2022,99,277200
5,10/5/2022,12,33600
5,10/6/2022,52,145600
5,10/8/2022,16,44800
5,10/10/2022,66,184800
5,10/11/2022,114,319200
5,10/16/2022,70,196000
5,10/19/2022,113,316400
5,10/21/2022,37,103600
5,10/23/2022,43,120400
5,10/24/2022,57,159600
5,10/25/2022,52,145600
5,10/28/2022,51,142800
5,10/29/2022,81,226800
5,10/30/2022,49,137200
5,11/2/2022,164,459200
5,11/5/2022,75,210000
5,11/7/2022,24,67200
5,11/9/2022,105,294000
5,11/10/2022,62,173600
5,11/12/2022,42,117600
5,11/15/2022,93,260400
5,11/19/2022,119,333200
5,11/20/2022,17,47600
5,11/26/2022,148,414400
5,11/29/2022,45,126000
5,11/30/2022,99,277200
5,12/4/2022,18,50400
5,12/8/2022,91,254800
5,12/9/2022,21,58800
5,12/12/2022,173,484400
5,12/13/2022,92,257600
5,12/17/2022,12,33600
5,12/18/2022,149,417200
5,12/26/2022,61,170800
5,12/28/2022,91,254800
5,12/29/2022,83,232400
5,12/30/2022,43,120400
5,12/31/2022,42,117600
5,1/4/2023,92,257600
5,1/8/2023,10,28000
5,1/9/2023,71,198800
5,1/10/2023,43,120400
5,1/11/2023,95,266000
5,1/12/2023,19,53200
5,1/14/2023,3,8400
5,1/15/2023,8,22400
5,1/17/2023,181,506800
5,1/19/2023,32,89600
5,1/21/2023,87,243600
5,1/23/2023,8,22400
5,1/25/2023,72,201600
5,1/26/2023,1,2800
5,1/30/2023,93,260400
5,2/1/2023,92,257600
5,2/3/2023,48,134400
5,2/5/2023,44,123200
5,2/6/2023,13,36400
5,2/9/2023,43,120400
5,2/10/2023,20,56000
5,2/12/2023,18,50400
5,2/16/2023,54,151200
6,2/22/2022,83,165917
6,2/24/2022,96,191904
6,2/25/2022,30,59970
6,2/26/2022,43,85957
6,3/1/2022,50,99950
6,3/3/2022,167,333833
6,3/5/2022,127,253873
6,3/6/2022,66,131934
6,3/7/2022,70,139930
6,3/8/2022,52,103948
6,3/11/2022,21,41979
6,3/16/2022,46,91954
6,3/18/2022,144,287856
6,3/19/2022,90,179910
6,3/21/2022,23,45977
6,3/26/2022,128,255872
6,3/29/2022,38,75962
6,4/1/2022,81,161919
6,4/3/2022,83,165917
6,4/6/2022,169,337831
6,4/10/2022,88,175912
6,4/13/2022,90,179910
6,4/18/2022,53,105947
6,4/19/2022,165,329835
6,4/24/2022,20,39980
6,4/26/2022,88,175912
6,5/1/2022,12,23988
6,5/3/2022,37,73963
6,5/4/2022,51,101949
6,5/9/2022,9,17991
6,5/11/2022,61,121939
6,5/14/2022,104,207896
6,5/15/2022,166,331834
6,5/19/2022,50,99950
6,5/20/2022,68,135932
6,5/21/2022,15,29985
6,5/22/2022,94,187906
6,5/23/2022,43,85957
6,5/24/2022,134,267866
6,5/27/2022,91,181909
6,5/29/2022,24,47976
6,5/30/2022,12,23988
6,6/2/2022,118,235882
6,6/5/2022,25,49975
6,6/6/2022,45,89955
6,6/7/2022,44,87956
6,6/10/2022,6,11994
6,6/11/2022,21,41979
